idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
1218,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[C:5](\[O:6][C:4]([H:13])([H:14])[H:15])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3/t5-/m1/s1","InChI=1S/C5H10O/c1-3-4-5-6-2/h4-5H,3H2,1-2H3/b5-4-",95.87836,24.3722,ketoenol
1219,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3]([C:4]([H:13])([H:14])[H:15])=[C:5](\[O:6][H:12])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3/t5-/m1/s1","InChI=1S/C5H10O/c1-3-5(2)4-6/h4,6H,3H2,1-2H3/b5-4-",71.28559,10.29854,ketoenol
1220,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5][O:6][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3/t5-/m1/s1","InChI=1S/C5H10O/c1-3-5(2)4-6/h5-6H,3H2,1-2H3/t5-/m1/s1",79.6455,52.573730000000005,
1221,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([C:2]([C:3](=[C:4]([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:13][H:16],"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3/t5-/m1/s1","InChI=1S/C4H8.CO.H2/c1-3-4-2;1-2;/h3H,1,4H2,2H3;;1H",71.77245,29.47543,
1222,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([H:7])([H:8])([H:9])[H:16].[C:2](=[C:3]([C:4]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11],"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3/t5-/m1/s1","InChI=1S/C3H6.CO.CH4/c1-3-2;1-2;/h3H,1H2,2H3;;1H4",87.65637,16.6455,
1223,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O+:6]=[C-:5][H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3/t5-/m1/s1","InChI=1S/C5H10O/c1-4-5(2)6-3/h3,5H,4H2,1-2H3/t5-/m1/s1",109.0573,60.539469999999994,
1224,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:3]1([H:12])[C@:5]([C:4]([H:13])([H:14])[H:15])([H:16])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3/t5-/m1/s1","InChI=1S/C5H10O/c1-3-5-4(2)6-5/h4-5H,3H2,1-2H3/t4-,5+/m1/s1",75.38065999999999,19.96272,
1225,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N+:1]1([H:7])([H:8])[C:2](=[C:6]([C:5](=[O:4])[H:9])[H:10])[N-:3]1,"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c6-2-1-3-4-5-3/h1-2H,4H2",55.276959999999995,52.25956,
1226,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[C:5](#[C:6][H:10])[H:9].[N:1]([C:2]#[N+:3][O-:4])([H:7])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)",InChI=1S/C2H2.CH2N2O/c1-2;2-1-3-4/h1-2H;2H2,93.04871999999999,87.4651,
1227,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N:1]([C:2]1=[N:3][C@:6]1([C:5](=[O:4])[H:9])[H:10])([H:7])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c4-3-2(1-6)5-3/h1-2H,(H2,4,5)/t2-/m0/s1",52.00639,11.883410000000001,ketoenol
1228,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N:1]([C:2]1=[C+:6][C:5]([H:9])([H:10])[O:4][N-:3]1)([H:7])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h2,4H2",73.18007,72.44064,Singlet_Carbene_Intra_Disproportionation
1229,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N:1]([C:2]1=[C:6]([H:10])[C@@:5]2([H:9])[N:3]1[O:4]2)([H:7])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c4-2-1-3-5(2)6-3/h1,3H,4H2/t3-,5?/m0/s1",88.24509,66.0965,
1230,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N+:1]([C:2]1=[C:6]=[C:5]([H:9])[O:4][N-:3]1)([H:7])([H:8])[H:10],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H3N2O/c4-3-1-2-6-5-3/h2H,4H2/q-1/p+1",82.94372,73.05601,
1231,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N:1]([C:2]([N:3]=[O:4])=[C:6]=[C:5]([H:9])[H:10])([H:7])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c1-2-3(4)5-6/h1,4H2",73.22606,61.36026999999999,
1232,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N:1](=[C:2]1[N-:3][O+:4]=[C:5]([H:9])[C:6]1([H:7])[H:10])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h2,4H,1H2",92.81415,50.47296,
1233,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N:1]([C:2]1=[N:3][O+:4]=[C-:5][C:6]1([H:9])[H:10])([H:7])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1H2,(H2,4,5)",67.9329,46.90123,Singlet_Carbene_Intra_Disproportionation
1234,[N:1]([c:2]1[n:3][o:4][c:5]([H:9])[c:6]1[H:10])([H:7])[H:8],[N:1]([C@@:6]([C:2]#[N:3])([C:5](=[O:4])[H:9])[H:10])([H:7])[H:8],"InChI=1S/C3H4N2O/c4-3-1-2-6-5-3/h1-2H,(H2,4,5)","InChI=1S/C3H4N2O/c4-1-3(5)2-6/h2-3H,5H2/t3-/m0/s1",80.77748000000001,-11.39504,
1235,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[N:1](=[C:2](/[N:3]1[N:4]=[C:5]1[H:8])[H:7])\[H:6],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",InChI=1S/C2H3N3/c3-1-5-2-4-5/h1-3H/b3-1+,96.64931999999999,66.9136,
1236,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[N:1](=[C:5](/[C-:2]([N+:3]#[N:4])[H:7])[H:8])\[H:6],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",InChI=1S/C2H3N3/c3-1-2-5-4/h1-3H/b3-1+,117.10096000000001,32.99712,
1237,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[N:1]1=[C:2]([H:7])[N:3]=[N:4][C:5]1([H:6])[H:8],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)","InChI=1S/C2H3N3/c1-3-2-5-4-1/h1H,2H2",52.08698,20.97516,
1238,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[N:1](=[C:5](/[N-:4][N+:3]#[C:2][H:7])[H:8])\[H:6],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",InChI=1S/C2H3N3/c1-4-5-2-3/h1-3H/b3-2+,62.40905,59.0524,
1239,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[n+:1]1([H:6])[c-:2][n:3]([H:7])[n:4][c:5]1[H:8],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)","InChI=1S/C2H3N3/c1-3-2-5-4-1/h1,3H,(H,4,5)",65.16821999999999,19.35332,
1240,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[N-:3]([N+:4]#[C:5][H:8])[H:7].[N:1](=[C:2])[H:6],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",InChI=1S/CH2N2.CHN/c1-3-2;1-2/h1-2H;2H,103.56851999999999,83.07327,
1241,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[C:2](#[N:3])[H:7].[N:1](=[C:5]=[N:4][H:8])[H:6],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",InChI=1S/CH2N2.CHN/c2-1-3;1-2/h2-3H;1H,84.53639,12.28805,
1242,[n:1]1([H:6])[c:2]([H:7])[n:3][n:4][c:5]1[H:8],[N+:1](=[C-:2][H:7])([C:5](=[N+:4]=[N-:3])[H:8])[H:6],"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)","InChI=1S/C2H3N3/c1-4-2-5-3/h1-2,4H",89.11024,86.38393,
1243,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:7])[H:8].[C:3](=[C:4]([H:13])[H:14])([C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17])[H:12].[H:9][H:15],"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3","InChI=1S/C4H8.C2H4.H2/c1-3-4-2;1-2;/h3H,1,4H2,2H3;1-2H2;1H",93.57155,53.72308,
1244,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3](\[C:4]([H:13])([H:14])[H:15])[C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17])[H:10])([H:7])([H:8])[H:9].[H:11][H:12],"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3","InChI=1S/C6H12.H2/c1-4-6(3)5-2;/h4H,5H2,1-3H3;1H/b6-4+;",108.81031999999999,26.92884,
1245,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3](/[C:4]([H:13])([H:14])[H:15])[H:12])[H:10])([H:7])([H:8])[H:9].[C:5](=[C:6]([H:18])[H:19])([H:16])[H:17].[H:11][H:20],"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3","InChI=1S/C4H8.C2H4.H2/c1-3-4-2;1-2;/h3-4H,1-2H3;1-2H2;1H/b4-3+;;",92.0801,50.92973,
1246,[C:1]([C:2]([C:3]([O:4][C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[O+:4][C-:5]([C:6]([H:16])([H:17])[H:18])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:13][H:15],"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3","InChI=1S/C5H10O.H2/c1-3-5-6-4-2;/h4-5H,3H2,1-2H3;1H",78.14814,74.42098,
1247,[C:1]([C:2]([C:3]([O:4][C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[O:4]([C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])[H:11],"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3","InChI=1S/C3H6.C2H6O/c1-3-2;1-2-3/h3H,1H2,2H3;3H,2H2,1H3",68.90826,14.096260000000001,"1,3_Insertion_ROR"
1248,[C:1]([C:2]([C:3]([O:4][C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[O:4])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5](=[C:6]([H:16])[H:18])([H:14])[H:15].[H:13][H:17],"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3","InChI=1S/C3H6O.C2H4.H2/c1-2-3-4;1-2;/h3H,2H2,1H3;1-2H2;1H",73.61556,33.97027,
1249,[C:1]([C:2]([C:3]([O:4][C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([O:4][H:17])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5](=[C:6]([H:16])[H:18])([H:14])[H:15],"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3","InChI=1S/C3H8O.C2H4/c1-2-3-4;1-2/h4H,2-3H2,1H3;1-2H2",66.95036999999999,17.067729999999997,"1,3_Insertion_ROR"
1250,[C:1]([C:2]([C:3]([O:4][C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([O:4][C:5](=[C:6]([H:16])[H:18])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[H:15][H:17],"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3","InChI=1S/C5H10O.H2/c1-3-5-6-4-2;/h4H,2-3,5H2,1H3;1H",108.72753999999999,28.91135,
1251,[C:1]([C:2]([C:3]([O:4][C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[O+:4][C-:5]([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[C:6]([H:13])([H:16])([H:17])[H:18],"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3","InChI=1S/C4H8O.CH4/c1-3-4-5-2;/h4H,2-3H2,1H3;1H4",91.66479,69.31736,
1252,[C:1]([C:2]([C:3]([O:4][C:5]([C:6]([H:16])([H:17])[H:18])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[H:11][H:15].[O:4]=[C:5]([C:6]([H:16])([H:17])[H:18])[H:14],"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3","InChI=1S/C3H6.C2H4O.H2/c1-3-2;1-2-3;/h3H,1H2,2H3;2H,1H3;1H",73.4683,30.425890000000003,
1253,[O:1]=[C:2]([C:3]#[C:4][H:7])[C:5]#[C:6][H:8],[O:1]=[C:2]([C:3](=[C:4])[H:7])[C:5]#[C:6][H:8],InChI=1S/C5H2O/c1-3-5(6)4-2/h1-2H,"InChI=1S/C5H2O/c1-3-5(6)4-2/h1,4H",43.31726,43.08213,Singlet_Carbene_Intra_Disproportionation
1254,[O:1]=[C:2]([C:3]#[C:4][H:7])[C:5]#[C:6][H:8],[O+:1](=[C-:2][C:5]#[C:6][H:8])[C:3]#[C:4][H:7],InChI=1S/C5H2O/c1-3-5(6)4-2/h1-2H,InChI=1S/C5H2O/c1-3-5-6-4-2/h1-2H,95.86559,72.40181,
1255,[O:1]=[C:2]([C:3]#[C:4][H:7])[C:5]#[C:6][H:8],[O:1]=[C:2]=[C:3]=[C:4]([C:5]#[C:6][H:8])[H:7],InChI=1S/C5H2O/c1-3-5(6)4-2/h1-2H,"InChI=1S/C5H2O/c1-2-3-4-5-6/h1,3H",77.44938,-2.8393,
1256,[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],[N:1](=[C:2](/[C:3](=[C:4]=[C:5]([H:9])[H:10])[H:8])[H:7])\[H:6],InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"InChI=1S/C4H5N/c1-2-3-4-5/h3-5H,1H2/b5-4+",72.07955,43.34447,
1257,[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],[N:1]1([H:6])[C:2][C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]1[H:10],InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"InChI=1S/C4H5N/c1-2-4-5-3-1/h1,3,5H,2H2",61.79756,48.940490000000004,Singlet_Carbene_Intra_Disproportionation
1258,[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],[N:1]1([H:6])[C:2]([H:7])([H:8])[C-:3]=[C:4]([H:9])[C+:5]1[H:10],InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"InChI=1S/C4H5N/c1-2-4-5-3-1/h1,3,5H,4H2",72.08123,64.03497,Singlet_Carbene_Intra_Disproportionation
1259,[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],[N+:1]1([H:6])([H:7])[C-:2]=[C:3]([H:8])[C:4]([H:9])=[C:5]1[H:10],InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"InChI=1S/C4H5N/c1-2-4-5-3-1/h1-3H,5H2",86.07797,74.34396,
1260,[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],[N:1]([C:2](=[C:3])[H:7])([C:5](=[C:4]([H:8])[H:9])[H:10])[H:6],InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"InChI=1S/C4H5N/c1-3-5-4-2/h3-5H,1H2",98.59872,99.70104,
1261,[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],[N:1]1([H:6])[C:2]([H:7])=[C-:3][C:4]([H:8])([H:9])[C+:5]1[H:10],InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"InChI=1S/C4H5N/c1-2-4-5-3-1/h3-5H,1H2",80.86237,75.39191,
1262,[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10],[N:1]1=[C:5]([H:10])[C:4]([H:9])=[C:3]([H:8])[C:2]1([H:6])[H:7],InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,"InChI=1S/C4H5N/c1-2-4-5-3-1/h1-3H,4H2",45.38261,13.412360000000001,
1263,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:10])[C-:3]=[N+:4]([H:11])[C:5]([H:12])=[N:6]1)([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h3-5H,1H3/t4-/m1/s1",60.47504,49.005959999999995,Singlet_Carbene_Intra_Disproportionation
1264,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C+:3][N:4]([H:11])[C:5]([H:10])([H:12])[N-:6]1)([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h5H,3H2,1H3",119.48281000000001,48.97518,
1265,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([N+:6]#[C:2][C-:3]([N+:4](=[C-:5][H:12])[H:11])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-5-3-4-6-2/h1,3,5H,2H3",149.97216,95.3576,
1266,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C-:3]([H:10])[N:4]([H:11])[C+:5]([H:12])[N:6]1[H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3,5-6H,1H2",79.41505,52.19941,
1267,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C-:3][N+:4]([H:10])([H:11])[C:5]([H:12])=[N:6]1)([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h3H,5H2,1H3",88.98484,78.38594,
1268,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])[N:4]([H:11])[C:5][N:6]1[H:12])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2,5-6H,1H3",68.1152,26.60728,
1269,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([n+:6]1[c-:2][c:3]([H:10])[n:4]([H:11])[c:5]1[H:12])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2,4-5H,1H3",112.83581000000001,51.74726,
1270,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:3](=[C:2]=[N:6][C:5](=[N:4][H:11])[H:12])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-2-3-6-4-5/h2,4-5H,1H3",102.86162,43.79815,
1271,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:6][C:5]([H:11])([H:12])[N:4]=[C:3]1[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2H,3H2,1H3",46.196220000000004,13.0463,
1272,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:6][C:5]([H:12])=[N:4][C:3]1([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h3H,2H2,1H3",47.016690000000004,12.43395,
1273,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[N:4]/[H:11])[H:10])=[N+:6]=[C-:5][H:12])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4(3-5)6-2/h2-3,5H,1H3/b5-3+",65.693,62.80055,
1274,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:7])([H:10])[N:4]([H:11])[C:5]([H:12])=[N:6]1)([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h3H,1-2H2,(H,5,6)",93.11135,20.7075,
1275,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])[N:6]1/[C:5](=[N:4]/[H:11])[H:12])([H:7])([H:8])[H:9],"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)","InChI=1S/C4H6N2/c1-4-2-6(4)3-5/h2-3,5H,1H3/b5-3+",100.54836999999999,85.09303,
1276,[C:1]([C:2]([C@@:3]([O:4][H:13])([C:5]([O:6][H:16])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[O:4])[C:5]([H:12])([H:14])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9].[O:6]([H:13])[H:16],"InChI=1S/C4H10O2/c1-2-4(6)3-5/h4-6H,2-3H2,1H3/t4-/m1/s1","InChI=1S/C4H8O.H2O/c1-3-4(2)5;/h3H2,1-2H3;1H2",77.93183,-6.937410000000001,
